batter,n_pitches_season,stand,avg_delta_run_exp,n_fastball,rv_fastball,xwoba_fastball,n_breaking,rv_breaking,xwoba_breaking,n_offspeed,rv_offspeed,xwoba_offspeed,avg_velo_faced,corr_velo_rv,swing_rate,whiff_rate,chase_rate,vs_rhp_rv,vs_rhp_n,vs_lhp_rv,vs_lhp_n
605137,3763,L,-0.0005110342993884597,1877,-0.0020010655301012257,0.3737875069568552,947,0.011260823653643084,0.35374250291346737,873,-0.0076987399770904906,0.2755463187311199,89.23595141700403,-0.001017030817975017,0.4828594206749934,0.24435883324160704,0.2814096016343207,0.0031371827877896287,2721,-0.010030710172744721,1042
605141,3915,R,0.0010051361068310226,2280,-0.00025964912280701584,0.36069465264578754,1194,-0.0007805695142378578,0.290416142501735,420,0.01294761904761905,0.26326935443121763,90.33605546995376,0.0022086317029337207,0.4135376756066411,0.150710315009265,0.21284501061571126,0.001618925831202046,2741,-0.0004468452895419187,1174
605170,2547,L,0.0025,1314,0.003528158295281582,0.3577840393503746,676,0.01656656804733728,0.35670407105441,527,-0.016838709677419357,0.22762596094215864,89.31487504958349,-0.036766880595646804,0.44405182567726736,0.21043324491600354,0.24499599679743794,0.004141821946169771,1937,-0.0027000000000000006,610
605244,144,R,-0.02928472222222222,74,-0.0639054054054054,,47,0.006765957446808504,,11,,,88.40220588235294,-0.15313478310738407,0.4722222222222222,0.3382352941176471,0.2727272727272727,-0.039447368421052634,114,,30
605361,462,L,-0.009113537117903933,288,-0.013611111111111112,0.28159445584163123,103,0.0015048543689320402,0.18527777777777776,55,0.001072727272727269,0.1953125,90.34708520179373,-0.035686154194671346,0.4523809523809524,0.18181818181818182,0.27232142857142855,-0.009016431924882627,430,,32
606115,1038,R,-0.010198458574181118,565,-0.016171681415929205,0.27032634193758104,351,-0.0050512820512820505,0.17299797775530837,96,-0.00378125,0.265850125,89.33626482213438,-0.0297169529411371,0.5337186897880539,0.23826714801444043,0.3340080971659919,-0.012599195710455766,746,-0.004065068493150685,292
606192,3622,R,0.0005977869986168745,1967,-0.0010681240467717338,0.3666290167759619,1164,0.0033410652920962216,0.277104649652226,476,0.00019957983193277305,0.2691705487747258,89.67477178423238,-0.009991155671607084,0.4864715626725566,0.3195232690124858,0.29737283398546677,0.0006320266272189342,2707,0.0004961580680570806,915
606466,3724,L,0.010927818329278182,1740,0.010959770114942527,0.4220330387017988,1054,0.011779886148007589,0.3613579341109776,890,0.007461797752808987,0.3050784988931482,89.05390243902438,-0.007886274770434817,0.46643394199785176,0.2135866436384571,0.27844155844155843,0.008086333578251285,2730,0.01884442169907881,994
606992,685,R,-0.005648093841642227,349,0.009564469914040112,0.32796935472242256,239,-0.026502092050209206,0.20889225115207377,69,-0.0029565217391304436,0.27078063157894744,88.3034379671151,0.059709730844648444,0.47737226277372263,0.363914373088685,0.33430232558139533,0.0012432432432432413,446,-0.01850420168067226,239
607043,4275,L,0.0023922626025791333,2480,0.0005641129032258074,0.35895628043801886,1316,0.0010425531914893627,0.29596457305644513,450,0.014937777777777772,0.37268926970744315,89.59774436090225,-0.005228858232345533,0.4807017543859649,0.2316301703163017,0.25968797181680925,0.0019478487614080842,3078,0.0035313283208020054,1197
